Taxa	Common Name	Scientific Name
Amphibian	Austin Blind Salamander	Eurycea waterlooensis
Amphibian	Atlantic Coast Slimy Salamander	Plethodon chlorobryonis
Amphibian	Apalachicola Dusky Salamander	Desmognathus apalachicolae
Amphibian	Amargosa Toad	Anaxyrus nelsoni
Amphibian	American Bullfrog	Lithobates catesbeianus
Amphibian	Allegheny Mountain Dusky Salamander	Desmognathus ochrophaeus
Amphibian	American Toad	Anaxyrus americanus
Amphibian	Arboreal Salamander	Aneides lugubris
Amphibian	Arroyo Toad	Anaxyrus californicus
Amphibian	Arizona Toad	Anaxyrus microscaphus
Amphibian	Arizona Treefrog	Hyla wrightorum
Amphibian	Barking Frog	Craugastor augusti
Amphibian	Barking Treefrog	Hyla gratiosa
Amphibian	Black-bellied Slender Salamander	Batrachoseps nigriventris
Amphibian	Berry Cave Salamander	Gyrinophilus gulolineatus
Amphibian	Baja California Treefrog	Pseudacris hypochondriaca
Amphibian	Black-bellied Salamander	Desmognathus quadramaculatus
Amphibian	Blue Ridge Gray-cheeked Salamander	Plethodon amplus
Amphibian	Big Levels Salamander	Plethodon sherando
Amphibian	Black Salamander	Aneides flavipunctatus
Amphibian	Blanco Blind Salamander	Eurycea robusta
Amphibian	Black Toad	Anaxyrus exsul
Amphibian	Black Mountain Salamander	Desmognathus welteri
Amphibian	Boreal Chorus Frog	Pseudacris maculata
Amphibian	Western Toad	Anaxyrus boreas
Amphibian	Blue Ridge Dusky Salamander	Desmognathus orestes
Amphibian	Brimley's Chorus Frog	Pseudacris brimleyi
Amphibian	Blue Ridge Two-lined Salamander	Eurycea wilderae
Amphibian	Black-spotted Newt	Notophthalmus meridionalis
Amphibian	Barton Springs Salamander	Eurycea sosorum
Amphibian	Barred Tiger Salamander	Ambystoma mavortium
Amphibian	Blue-spotted Salamander	Ambystoma laterale
Amphibian	Burrowing Toad	Rhinophrynus dorsalis
Amphibian	Bird-voiced Treefrog	Hyla avivoca
Amphibian	Black Warrior River Waterdog	Necturus alabamensis
Amphibian	Cane Toad	Rhinella marinus
Amphibian	Calfifornia Giant Salamander	Dicamptodon ensatus
Amphibian	Canadian Toad	Anaxyrus hemiophrys
Amphibian	California Treefrog	Pseudacris cadaverina
Amphibian	Comal Blind Salamander	Eurycea tridentifera
Amphibian	Cliff Chirping Frog	Eleutherodactylus marnockii
Amphibian	Cascade Caverns Salamander	Eurycea latitans
Amphibian	California Newt	Taricha torosa
Amphibian	Cope's Giant Salamander	Dicamptodon copei
Amphibian	Cope's Gray Treefrog	Hyla chrysoscelis
Amphibian	Chamberlain's Dwarf Salamander	Eurycea chamberlaini
Amphibian	Cheoah Bald Salamander	Plethodon cheoah
Amphibian	Channel Islands Slender Salamander	Batrachoseps pacificus
Amphibian	Cow Knob Salamander	Plethodon punctatus
Amphibian	Chiricahua Leopard Frog	Lithobates chiricahuensis
Amphibian	Clouded Salamander	Aneides ferreus
Amphibian	Carolina Mountain Dusky Salamander	Desmognathus carolinensis
Amphibian	Caddo Mountain Salamander	Plethodon caddoensis
Amphibian	Cheat Mountain Salamander	Plethodon nettingi
Amphibian	Columbia Spotted Frog	Rana luteiventris
Amphibian	Coastal Giant Salamander	Dicamptodon tenebrosus
Amphibian	Coeur D'alene Salamander	Plethodon idahoensis
Amphibian	Couch's Spadefoot	Scaphiopus couchii
Amphibian	Cumberland Plateau Salamander	Plethodon kentucki
Amphibian	Carpenter Frog	Lithobates virgatipes
Amphibian	California Red-legged Frog	Rana draytonii
Amphibian	Cascades Frog	Rana cascadae
Amphibian	California Slender Salamander	Batrachoseps attenuatus
Amphibian	Chattahoochee Slimy Salamander	Plethodon chattahoochee
Amphibian	Coastal Tailed Frog	Ascaphus truei
Amphibian	California Tiger Salamander	Ambystoma californiense
Amphibian	Columbia Torrent Salamander	Rhyacotriton kezeri
Amphibian	Cascade Torrent Salamander	Rhyacotriton cascadae
Amphibian	Cumberland Dusky Salamander	Desmognathus abditus
Amphibian	Cuban Treefrog	Osteopilus septentrionalis
Amphibian	Cave Salamander	Eurycea lucifuga
Amphibian	Crawfish Frog	Lithobates areolatus
Amphibian	Canyon Treefrog	Hyla arenicolor
Amphibian	Dark-sided Salamander	Eurycea aquatica
Amphibian	Dwarf Black-bellied Salamander	Desmognathus folkertsi
Amphibian	Dusky Gopher Frog	Lithobates sevosus
Amphibian	Del Norte Salamander	Plethodon elongatus
Amphibian	Dunn's Salamander	Plethodon dunni
Amphibian	Dwarf Salamander	Eurycea quadridigitata
Amphibian	Dwarf Waterdog	Necturus punctatus
Amphibian	Eastern Newt	Notophthalmus viridescens
Amphibian	Eastern Spadefoot	Scaphiopus holbrookii
Amphibian	Eastern Narrow-mouthed Toad	Gastrophryne carolinensis
Amphibian	Ensatina	Ensatina eschscholtzii
Amphibian	Eastern Red-backed Salamander	Plethodon cinereus
Amphibian	Eastern Tiger Salamander	Ambystoma tigrinum
Amphibian	Florida Bog Frog	Lithobates okaloosae
Amphibian	Fern Bank Salamander	Eurycea pterophila
Amphibian	Frosted Flatwoods Salamander	Ambystoma cingulatum
Amphibian	Fourch Mountain Salamander	Plethodon fourchensis
Amphibian	Fowler's Toad	Anaxyrus fowleri
Amphibian	Four-toed Salamander	Hemidactylium scutatum
Amphibian	Foothill Yellow-legged Frog	Rana boylii
Amphibian	Georgia Blind Salamander	Haideotriton wallacei
Amphibian	Great Basin Spadefoot	Spea intermontana
Amphibian	Gulf Coast Toad	Ollotis nebulifer
Amphibian	Georgetown Salamander	Eurycea naufragia
Amphibian	Gregarious Salamander	Batrachoseps gregarius
Amphibian	Greenhouse Frog	Eleutherodactylus planirostris
Amphibian	Gabilan Mountains Slender Salamander	Batrachoseps gavilanensis
Amphibian	Gopher Frog	Lithobates capito
Amphibian	Great Plains Toad	Anaxyrus cognatus
Amphibian	Green Frog	Lithobates clamitans
Amphibian	Green Salamander	Aneides aeneus
Amphibian	Greater Siren	Siren lacertina
Amphibian	Green Toad	Anaxyrus debilis
Amphibian	Green Treefrog	Hyla cinerea
Amphibian	Grotto Salamander	Eurycea spelaea
Amphibian	Garden Slender Salamander	Batrachoseps major
Amphibian	Gulf Coast Waterdog	Necturus beyeri
Amphibian	Gray Treefrog	Hyla versicolor
Amphibian	Eastern Hellbender	Cryptobranchus alleganiensis alleganiensis
Amphibian	Ozark Hellbender	Cryptobranchus alleganiensis bishopi
Amphibian	Hellbender	Cryptobranchus alleganiensis
Amphibian	Hell Hollow Slender Salamander	Batrachoseps diabolicus
Amphibian	Houston Toad	Anaxyrus houstonensis
Amphibian	Hurter's Spadefoot	Scaphiopus hurterii
Amphibian	Idaho Giant Salamander	Dicamptodon aterrimus
Amphibian	Illinois Chorus Frog	Pseudacris illinoensis
Amphibian	Imitator Salamander	Desmognathus imitator
Amphibian	Inyo Mountains Salamander	Batrachoseps campi
Amphibian	Jefferson Salamander	Ambystoma jeffersonianum
Amphibian	Jemez Mountains Salamander	Plethodon neomexicanus
Amphibian	Jollyville Plateau Salamander	Eurycea tonkawae
Amphibian	Junaluska Salamander	Eurycea junaluska
Amphibian	Kern Canyon Slender Salamander	Batrachoseps simatus
Amphibian	Kern Plateau Salamander	Batrachoseps robustus
Amphibian	Kings River Slender Salamander	Batrachoseps regius
Amphibian	Kiamichi Slimy Salamander	Plethodon kiamichi
Amphibian	Louisiana Slimy Salamander	Plethodon kisatchie
Amphibian	Lowland Burrowing Treefrog	Smilisca fodiens
Amphibian	Lesser Siren	Siren intermedia
Amphibian	Little Grass Frog	Pseudacris ocularis
Amphibian	Limestone Salamander	Hydromantes brunus
Amphibian	Lowland Leopard Frog	Lithobates yavapaiensis
Amphibian	Larch Mountain Salamander	Plethodon larselli
Amphibian	Lesser Slender Salamander	Batrachoseps minor
Amphibian	Long-tailed Salamander	Eurycea longicauda
Amphibian	Long-toed Salamander	Ambystoma macrodactylum
Amphibian	Marbled Salamander	Ambystoma opacum
Amphibian	Mabee's Salamander	Ambystoma mabeei
Amphibian	Mountain Chorus Frog	Pseudacris brachyphona
Amphibian	Mink Frog	Lithobates septentrionalis
Amphibian	Many-lined Salamander	Stereochilus marginatus
Amphibian	Mount Lyell Salamander	Hydromantes platycephalus
Amphibian	Mole Salamander	Ambystoma talpoideum
Amphibian	Many-ribbed Salamander	Eurycea multiplicata
Amphibian	Mississippi Slimy Salamander	Plethodon mississippi
Amphibian	Mudpuppy	Necturus maculosus
Amphibian	Mud Salamander	Pseudotriton montanus
Amphibian	Mexican White-lipped Frog	Leptodactylus fragilis
Amphibian	Mexican Spadefoot	Spea multiplicata
Amphibian	Mexican Treefrog	Smilisca baudinii
Amphibian	Northern Cricket Frog	Acris crepitans
Amphibian	Northern Dusky Salamander	Desmognathus fuscus
Amphibian	Northern Dwarf Siren	Pseudobranchus striatus
Amphibian	Northern Gray-cheeked Salamander	Plethodon montanus
Amphibian	New Jersey Chorus Frog	Pseudacris kalmi
Amphibian	Northern Leopard Frog	Lithobates pipiens
Amphibian	Northwestern Salamander	Ambystoma gracile
Amphibian	Northern Pacific Treefrog	Pseudacris regilla
Amphibian	Northern Red-legged Frog	Rana aurora
Amphibian	Northern Ravine Salamander	Plethodon electromorphus
Amphibian	Neuse River Waterdog	Necturus lewisi
Amphibian	Northern Slimy Salamander	Plethodon glutinosus
Amphibian	Northern Two-lined Salamander	Eurycea bislineata
Amphibian	Northern Zigzag Salamander	Plethodon dorsalis
Amphibian	Oak Toad	Anaxyrus quercicus
Amphibian	Ornate Chorus Frog	Pseudacris ornata
Amphibian	Ocoee Salamander	Desmognathus ocoee
Amphibian	Ocmulgee Slimy Salamander	Plethodon ocmulgee
Amphibian	Ouachita Dusky Salamander	Desmognathus brimleyorum
Amphibian	Oklahoma Salamander	Eurycea tynerensis
Amphibian	Oregon Spotted Frog	Rana pretiosa
Amphibian	Oregon Slender Salamander	Batrachoseps wrightorum
Amphibian	One-toed Amphiuma	Amphiuma pholeter
Amphibian	Olympic Torrent Salamander	Rhyacotriton olympicus
Amphibian	Ozark Zigzag Salamander	Plethodon angusticlavius
Amphibian	Pine Barrens Treefrog	Hyla andersonii
Amphibian	Pickerel Frog	Lithobates palustris
Amphibian	Pig Frog	Lithobates grylio
Amphibian	Plains Leopard Frog	Lithobates blairi
Amphibian	Plains Spadefoot	Spea bombifrons
Amphibian	Pigeon Mountain Salamander	Plethodon petraeus
Amphibian	Peaks Of Otter Salamander	Plethodon hubrichti
Amphibian	Pine Woods Treefrog	Hyla femoralis
Amphibian	Pygmy Salamander	Desmognathus wrighti
Amphibian	Red-bellied Newt	Taricha rivularis
Amphibian	Red-cheeked Salamander	Plethodon jordani
Amphibian	Red Salamander	Pseudotriton ruber
Amphibian	Reticulated Flatwoods Salamander	Ambystoma bishopi
Amphibian	Rio Grande Chirping Frog	Eleutherodactylus cystignathoides
Amphibian	Rio Grande Leopard Frog	Lithobates berlandieri
Amphibian	Red Hills Salamander	Phaeognathus hubrichti
Amphibian	River Frog	Lithobates heckscheri
Amphibian	Ringed Salamander	Ambystoma annulatum
Amphibian	Relict Leopard Frog	Lithobates onca
Amphibian	Red-legged Salamander	Plethodon shermani
Amphibian	Rich Mountain Salamander	Plethodon ouachitae
Amphibian	Rocky Mountain Tailed Frog	Ascaphus montanus
Amphibian	Rough-skinned Newt	Taricha granulosa
Amphibian	Relictual Slender Salamander	Batrachoseps relictus
Amphibian	Red-spotted Toad	Anaxyrus punctatus
Amphibian	Santeetlah Dusky Salamander	Desmognathus santeetlah
Amphibian	Salado Salamander	Eurycea chisholmensis
Amphibian	Southern Cricket Frog	Acris gryllus
Amphibian	Scott Bar Salamander	Plethodon asupak
Amphibian	South Carolina Slimy Salamander	Plethodon variolatus
Amphibian	Shenandoah Salamander	Plethodon shenandoah
Amphibian	Southern Dwarf Siren	Pseudobranchus axanthus
Amphibian	Seal Salamander	Desmognathus monticola
Amphibian	Seepage Salamander	Desmognathus aeneus
Amphibian	Sierra Newt	Taricha sierrea
Amphibian	Southern Gray-cheeked Salamander	Plethodon metcalfi
Amphibian	San Gabriel Mountains Slender Salamander	Batrachoseps gabrieli
Amphibian	Sonoran Green Toad	Anaxyrus retiformis
Amphibian	Sheep Frog	Hypopachus variolosus
Amphibian	Shenandoah Mountain Salamander	Plethodon virginia
Amphibian	Shasta Salamander	Hydromantes shastae
Amphibian	Sierran Treefrog	Pseudacris sierra
Amphibian	Southern Leopard Frog	Lithobates sphenocephalus
Amphibian	Southern Mountain Yellow-legged Frog	Rana muscosa
Amphibian	South Mountain Gray-cheeked Salamander	Plethodon meridianus
Amphibian	Small-mouthed Salamander	Ambystoma texanum
Amphibian	San Marcos Salamander	Eurycea nana
Amphibian	Santa Lucia Mountains Slender Salamander	Batrachoseps luciae
Amphibian	Sacramento Mountains Salamander	Aneides hardii
Amphibian	Shovel-nosed Salamander	Desmognathus marmoratus
Amphibian	Sonoran Desert Toad	Ollotis alvaria
Amphibian	Southern Appalachian Salamander	Plethodon teyahalee
Amphibian	Southern Dusky Salamander	Desmognathus auriculatus
Amphibian	Southern Chorus Frog	Pseudacris nigrita
Amphibian	Southern Toad	Anaxyrus terrestris
Amphibian	Spotted Chirping Frog	Eleutherodactylus guttilatus
Amphibian	Spotted Dusky Salamander	Desmognathus conanti
Amphibian	Spotted Chorus Frog	Pseudacris clarkii
Amphibian	Spotted Salamander	Ambystoma maculatum
Amphibian	Spring Peeper	Pseudacris crucifer
Amphibian	Spring Salamander	Gyrinophilus porphyriticus
Amphibian	Sequoyah Slimy Salamander	Plethodon sequoyah
Amphibian	Squirrel Treefrog	Hyla squirella
Amphibian	Southern Red-backed Salamander	Plethodon serratus
Amphibian	Southern Ravine Salamander	Plethodon richmondi
Amphibian	Sequoia Slender Salamander	Batrachoseps kawia
Amphibian	Southeastern Slimy Salamander	Plethodon grobmani
Amphibian	San Simeon Slender Salamander	Batrachoseps incognitus
Amphibian	Savannah Slimy Salamander	Plethodon savannah
Amphibian	Strecker's Chorus Frog	Pseudacris streckeri
Amphibian	Southern Two-lined Salamander	Eurycea cirrigera
Amphibian	Striped Newt	Notophthalmus perstriatus
Amphibian	Southern Torrent Salamander	Rhyacotriton variegatus
Amphibian	Streamside Salamander	Ambystoma barbouri
Amphibian	Sierra Nevada Yellow-legged Frog	Rana sierrae
Amphibian	Siskiyou Mountains Salamander	Plethodon stormi
Amphibian	Southern Zigzag Salamander	Plethodon ventralis
Amphibian	Texas Blind Salamander	Eurycea rathbuni
Amphibian	Tennessee Cave Salamander	Gyrinophilus palleucus
Amphibian	Tellico Salamander	Plethodon aureolus
Amphibian	Texas Toad	Anaxyrus speciosus
Amphibian	Three-toed Amphiuma	Amphiuma tridactylum
Amphibian	Three-lined Salamander	Eurycea guttolineata
Amphibian	Tehachapi Slender Salamander	Batrachoseps stebbinsi
Amphibian	Two-toed Amphiuma	Amphiuma means
Amphibian	Texas Salamander	Eurycea neotenes
Amphibian	Upland Chorus Frog	Pseudacris feriarum
Amphibian	Van Dyke's Salamander	Plethodon vandykei
Amphibian	Valdina Farms Salamander	Eurycea troglodytes
Amphibian	Valley And Ridge Salamander	Plethodon hoffmani
Amphibian	Wandering Salamander	Aneides vagrans
Amphibian	Webster's Salamander	Plethodon websteri
Amphibian	Western Chorus Frog	Pseudacris triseriata
Amphibian	Western Spadefoot	Spea hammondii
Amphibian	Wehrle's Salamander	Plethodon wehrlei
Amphibian	Weller's Salamander	Plethodon welleri
Amphibian	Western Narrow-mouthed Toad	Gastrophryne olivacea
Amphibian	Wood Frog	Lithobates sylvaticus
Amphibian	Woodhouse's Toad	Anaxyrus woodhousii
Amphibian	Western Red-backed Salamander	Plethodon vehiculum
Amphibian	Western Slimy Salamander	Plethodon albagula
Amphibian	White-spotted Slimy Salamander	Plethodon cylindraceus
Amphibian	West Virginia Spring Salamander	Gyrinophilus subterraneus
Amphibian	Wyoming Toad	Anaxyrus baxteri
Amphibian	Yonahlossee Salamander	Plethodon yonahlossee
Amphibian	Yosemite Toad	Anaxyrus canorus
Bird	American Black Duck	Anas rubripes
Bird	Abert's Towhee	Pipilo aberti
Bird	Acadian Flycatcher	Empidonax virescens
Bird	Acorn Woodpecker	Melanerpes formicivorus
Bird	Alder Flycatcher	Empidonax alnorum
Bird	Allen's Hummingbird	Selasphorus sasin
Bird	Altamira Oriole	Icterus gularis
Bird	American Avocet	Recurvirostra americana
Bird	American Bittern	Botaurus lentiginosus
Bird	American Coot	Fulica americana
Bird	American Crow	Corvus brachyrhynchos
Bird	American Dipper	Cinclus mexicanus
Bird	American Flamingo	Phoenicopterus ruber
Bird	American Goldfinch	Carduelis tristis
Bird	American Kestrel	Falco sparverius
Bird	American Oystercatcher	Haematopus palliatus
Bird	American Pipit	Anthus rubescens
Bird	American Redstart	Setophaga ruticilla
Bird	American Robin	Turdus migratorius
Bird	American Wigeon	Anas americana
Bird	American Woodcock	Scolopax minor
Bird	Anhinga	Anhinga anhinga
Bird	Anna's Hummingbird	Calypte anna
Bird	Antillean Nighthawk	Chordeiles gundlachii
Bird	Aplomado Falcon	Falco femoralis
Bird	Arctic Tern	Sterna paradisaea
Bird	Arizona Woodpecker	Picoides arizonae
Bird	Ashy Storm-petrel	Oceanodroma homochroa
Bird	Brant	Branta bernicla
Bird	Ash-throated Flycatcher	Myiarchus cinerascens
Bird	Atlantic Puffin	Fratercula arctica
Bird	American Tree Sparrow	Spizella arborea
Bird	American Three-toed Woodpecker	Picoides dorsalis
Bird	Audubon's Oriole	Icterus graduacauda
Bird	American White Pelican	Pelecanus erythrorhynchos
Bird	Bachman's Sparrow	Aimophila aestivalis
Bird	Barred Owl	Strix varia
Bird	Bald Eagle	Haliaeetus leucocephalus
Bird	Barrow's Goldeneye	Bucephala islandica
Bird	Baird's Sparrow	Ammodramus bairdii
Bird	Barn Owl	Tyto alba
Bird	Bank Swallow	Riparia riparia
Bird	Baltimore Oriole	Icterus galbula
Bird	Barn Swallow	Hirundo rustica
Bird	Black-and-White Warbler	Mniotilta varia
Bird	Black-billed Cuckoo	Coccyzus erythropthalmus
Bird	Buff-bellied Hummingbird	Amazilia yucatanensis
Bird	Buff-breasted Flycatcher	Empidonax fulvifrons
Bird	Broad-billed Hummingbird	Cynanthus latirostris
Bird	Black-billed Magpie	Pica hudsonia
Bird	Black-bellied Plover	Pluvialis squatarola
Bird	Bay-breasted Warbler	Dendroica castanea
Bird	Black-bellied Whistling-Duck	Dendrocygna autumnalis
Bird	Black-backed Woodpecker	Picoides arcticus
Bird	Black-capped Chickadee	Poecile atricapillus
Bird	Brown-crested Flycatcher	Myiarchus tyrannulus
Bird	Black-chinned Hummingbird	Archilochus alexandri
Bird	Black-crowned Night-heron	Nycticorax nycticorax
Bird	Buff-collared Nightjar	Caprimulgus ridgwayi
Bird	Brown-capped Rosy-finch	Leucosticte australis
Bird	Black-chinned Sparrow	Spizella atrogularis
Bird	Black-crested Titmouse	Baeolophus atricristatus
Bird	Black-capped Vireo	Vireo atricapilla
Bird	Belted Kingfisher	Megaceryle alcyon
Bird	Bendire's Thrasher	Toxostoma bendirei
Bird	Bell's Vireo	Vireo bellii
Bird	Bewick's Wren	Thryomanes bewickii
Bird	Blue-gray Gnatcatcher	Polioptila caerulea
Bird	Brown-headed Cowbird	Molothrus ater
Bird	Black-headed Grosbeak	Pheucticus melanocephalus
Bird	Brown-headed Nuthatch	Sitta pusilla
Bird	Blue-headed Vireo	Vireo solitarius
Bird	Bicknell's Thrush	Catharus bicknelli
Bird	Blackburnian Warbler	Dendroica fusca
Bird	Blue Grosbeak	Passerina caerulea
Bird	Black Guillemot	Cepphus grylle
Bird	Blue Jay	Cyanocitta cristata
Bird	Black Oystercatcher	Haematopus bachmani
Bird	Black Phoebe	Sayornis nigricans
Bird	Blackpoll Warbler	Dendroica striata
Bird	California Black Rail	Laterallus jamaicensis coturniculus
Bird	Black Rail	Laterallus jamaicensis
Bird	Black Rosy-finch	Leucosticte atrata
Bird	Black Scoter	Melanitta nigra
Bird	Black Skimmer	Rynchops niger
Bird	Black Swift	Cypseloides niger
Bird	Black Tern	Chlidonias niger
Bird	Black Turnstone	Arenaria melanocephala
Bird	Black Vulture	Coragyps atratus
Bird	Black-necked Stilt	Himantopus mexicanus
Bird	Bobolink	Dolichonyx oryzivorus
Bird	Boreal Chickadee	Poecile hudsonica
Bird	Bonaparte's Gull	Chroicocephalus philadelphia
Bird	Boreal Owl	Aegolius funereus
Bird	Botteri's Sparrow	Aimophila botterii
Bird	Bohemian Waxwing	Bombycilla garrulus
Bird	Brandt's Cormorant	Phalacrocorax penicillatus
Bird	Brewer's Blackbird	Euphagus cyanocephalus
Bird	Brown Creeper	Certhia americana
Bird	Brown Jay	Cyanocorax morio
Bird	Brown Noddy	Anous stolidus
Bird	Bronzed Cowbird	Molothrus aeneus
Bird	Eastern Brown Pelican	Pelecanus occidentalis carolinensis
Bird	California Brown Pelican	Pelecanus occidentalis californicus
Bird	Brown Pelican	Pelecanus occidentalis
Bird	Brewer's Sparrow	Spizella breweri
Bird	Bridled Tern	Onychoprion anaethetus
Bird	Brown Thrasher	Toxostoma rufum
Bird	Bridled Titmouse	Baeolophus wollweberi
Bird	Broad-tailed Hummingbird	Selasphorus platycercus
Bird	Black-throated Blue Warbler	Dendroica caerulescens
Bird	Black-tailed Gnatcatcher	Polioptila melanura
Bird	Boat-tailed Grackle	Quiscalus major
Bird	Blue-throated Hummingbird	Lampornis clemenciae
Bird	Black-throated Green Warbler	Dendroica virens
Bird	Band-tailed Pigeon	Patagioenas fasciata
Bird	Black-throated Sparrow	Amphispiza bilineata
Bird	Black-throated Gray Warbler	Dendroica nigrescens
Bird	Bufflehead	Bucephala albeola
Bird	Bullock's Oriole	Icterus bullockii
Bird	Florida Burrowing Owl	Athene cunicularia floridana
Bird	Western Burrowing Owl	Athene cunicularia hypugaea
Bird	Burrowing Owl	Athene cunicularia
Bird	Bushtit	Psaltriparus minimus
Bird	Broad-winged Hawk	Buteo platypterus
Bird	Blue-winged Teal	Anas discors
Bird	Black-whiskered Vireo	Vireo altiloquus
Bird	Blue-winged Warbler	Vermivora pinus
Bird	Cassin's Auklet	Ptychoramphus aleuticus
Bird	Cackling Goose	Branta hutchinsii
Bird	Carolina Chickadee	Poecile carolinensis
Bird	California Condor	Gymnogyps californianus
Bird	Cactus Wren	Campylorhynchus brunneicapillus
Bird	Cattle Egret	Bubulcus ibis
Bird	Cassin's Finch	Carpodacus cassinii
Bird	California Gnatcatcher	Polioptila californica
Bird	California Gull	Larus californicus
Bird	Calliope Hummingbird	Stellula calliope
Bird	Cassin's Kingbird	Tyrannus vociferans
Bird	California Towhee	Pipilo crissalis
Bird	Canada Goose	Branta canadensis
Bird	Canyon Towhee	Pipilo fuscus
Bird	Canvasback	Aythya valisineria
Bird	Canyon Wren	Catherpes mexicanus
Bird	California Quail	Callipepla californica
Bird	Carolina Wren	Thryothorus ludovicianus
Bird	Cassin's Sparrow	Aimophila cassinii
Bird	Cave Swallow	Petrochelidon fulva
Bird	Caspian Tern	Hydroprogne caspia
Bird	California Thrasher	Toxostoma redivivum
Bird	Cassin's Vireo	Vireo cassinii
Bird	Canada Warbler	Wilsonia canadensis
Bird	Chestnut-backed Chickadee	Poecile rufescens
Bird	Curve-billed Thrasher	Toxostoma curvirostre
Bird	Chestnut-collared Longspur	Calcarius ornatus
Bird	Clay-colored Sparrow	Spizella pallida
Bird	Cedar Waxwing	Bombycilla cedrorum
Bird	Cerulean Warbler	Dendroica cerulea
Bird	Chihuahuan Raven	Corvus cryptoleucus
Bird	Chipping Sparrow	Spizella passerina
Bird	Chimney Swift	Chaetura pelagica
Bird	Chukar	Alectoris chukar
Bird	Cinnamon Teal	Anas cyanoptera
Bird	Clark's Grebe	Aechmophorus clarkii
Bird	Clark's Nutcracker	Nucifraga columbiana
Bird	Clapper Rail	Rallus longirostris
Bird	Cliff Swallow	Petrochelidon pyrrhonota
Bird	Cape May Warbler	Dendroica tigrina
Bird	Common Black-hawk	Buteogallus anthracinus
Bird	Common Eider	Somateria mollissima
Bird	Cordilleran Flycatcher	Empidonax occidentalis
Bird	Common Ground-dove	Columbina passerina
Bird	Common Goldeneye	Bucephala clangula
Bird	Common Grackle	Quiscalus quiscula
Bird	Cooper's Hawk	Accipiter cooperii
Bird	Costa's Hummingbird	Calypte costae
Bird	Couch's Kingbird	Tyrannus couchii
Bird	Common Loon	Gavia immer
Bird	Colima Warbler	Vermivora crissalis
Bird	Common Merganser	Mergus merganser
Bird	Common Moorhen	Gallinula chloropus
Bird	Common Murre	Uria aalge
Bird	Common Myna	Acridotheres tristis
Bird	Common Nighthawk	Chordeiles minor
Bird	Connecticut Warbler	Oporornis agilis
Bird	Common Pauraque	Nyctidromus albicollis
Bird	Common Poorwill	Phalaenoptilus nuttallii
Bird	Common Raven	Corvus corax
Bird	Common Redpoll	Carduelis flammea
Bird	Common Tern	Sterna hirundo
Bird	Common Yellowthroat	Geothlypis trichas
Bird	Crested Caracara	Caracara cheriway
Bird	Crissal Thrasher	Toxostoma crissale
Bird	Chestnut-sided Warbler	Dendroica pensylvanica
Bird	Chuck-will's-widow	Caprimulgus carolinensis
Bird	Double-crested Cormorant	Phalacrocorax auritus
Bird	Dusky-capped Flycatcher	Myiarchus tuberculifer
Bird	Dark-eyed Junco	Junco hyemalis
Bird	Dickcissel	Spiza americana
Bird	Dovekie	Alle alle
Bird	Downy Woodpecker	Picoides pubescens
Bird	Dusky Flycatcher	Empidonax oberholseri
Bird	Dusky Grouse	Dendragapus obscurus
Bird	Dunlin	Calidris alpina
Bird	Eastern Bluebird	Sialia sialis
Bird	Eared Grebe	Podiceps nigricollis
Bird	Eastern Kingbird	Tyrannus tyrannus
Bird	Eastern Meadowlark	Sturnella magna
Bird	Eastern Phoebe	Sayornis phoebe
Bird	Eastern Screech-owl	Megascops asio
Bird	Eastern Towhee	Pipilo erythrophthalmus
Bird	Eastern Wood-pewee	Contopus virens
Bird	Elf Owl	Micrathene whitneyi
Bird	Elegant Tern	Thalasseus elegans
Bird	Elegant Trogon	Trogon elegans
Bird	Eurasian Tree Sparrow	Passer montanus
Bird	Eurasian Collared-dove	Streptopelia decaocto
Bird	European Starling	Sturnus vulgaris
Bird	Eurasian Wigeon	Anas penelope
Bird	Evening Grosbeak	Coccothraustes vespertinus
Bird	White-crowned Sparrow	Zonotrichia leucophrys
Bird	Ferruginous Hawk	Buteo regalis
Bird	Cactus Ferruginous Pygmy-owl	Glaucidium brasilianum cactorum
Bird	Ferruginous Pygmy-owl	Glaucidium brasilianum
Bird	Fish Crow	Corvus ossifragus
Bird	Field Sparrow	Spizella pusilla
Bird	Flammulated Owl	Otus flammeolus
Bird	Florida Scrub-jay	Aphelocoma coerulescens
Bird	Fox Sparrow	Passerella iliaca
Bird	Forster's Tern	Sterna forsteri
Bird	Franklin's Gull	Leucophaeus pipixcan
Bird	Five-striped Sparrow	Aimophila quinquestriata
Bird	Fork-tailed Storm-petrel	Oceanodroma furcata
Bird	Fulvous Whistling-duck	Dendrocygna bicolor
Bird	Gadwall	Anas strepera
Bird	Gambel's Quail	Callipepla gambelii
Bird	Groove-billed Ani	Crotophaga sulcirostris
Bird	Great Black-backed Gull	Larus marinus
Bird	Great Blue Heron	Ardea herodias
Bird	Gull-billed Tern	Gelochelidon nilotica
